username,date,text,length
Ernesto Cabrera,2022-01-30T23:39:02.000Z,Rewatching Children of Men and man does it hit different while we live in a global pandemic,91
Zach Mack,2022-01-30T23:39:02.000Z,Pandemic been so long I’m bad at the subway again,49
Color Wheel Artistry,2022-01-30T23:39:01.000Z,@selfiegoddesssThe pandemic has been cruel to tons of people .,62
Jomo,2022-01-30T23:39:00.000Z,"@jeromeusaandand@Liv_BoereeCorrect, as it should have been. No info is better than a bunch of hunches/guesses that only confuse/mislead. Everything thru the whole pandemic was rushed, starting from the very beginning.uncoverdc.comuncoverdc.comTen Fatal Errors: Scientists Attack Paper That Established Global PCR Driven Lockdown - UncoverDCTen Fatal Errors: Scientists Attack Paper That Established Global PCR Driven Lockdown - UncoverDCA war has broken out in the scientific literature that strikes at the existential core of Covid-19 and its proposed causative virus.A war has broken out in the scientific literature that strikes at the existential core of Covid-19 and its proposed causative virus.",701
winter will,2022-01-30T23:38:59.000Z,@loremasterryanWhat’d you think of Lich King Pandemic? I’ve been curious about how well it translates.,102
Jomo,2022-01-30T23:39:00.000Z,"@jeromeusaandand@Liv_BoereeCorrect, as it should have been. No info is better than a bunch of hunches/guesses that only confuse/mislead. Everything thru the whole pandemic was rushed, starting from the very beginning.uncoverdc.comuncoverdc.comTen Fatal Errors: Scientists Attack Paper That Established Global PCR Driven Lockdown - UncoverDCTen Fatal Errors: Scientists Attack Paper That Established Global PCR Driven Lockdown - UncoverDCA war has broken out in the scientific literature that strikes at the existential core of Covid-19 and its proposed causative virus.A war has broken out in the scientific literature that strikes at the existential core of Covid-19 and its proposed causative virus.",701
winter will,2022-01-30T23:38:59.000Z,@loremasterryanWhat’d you think of Lich King Pandemic? I’ve been curious about how well it translates.,102
"Caress, me.",2022-01-30T23:38:58.000Z,I’m over the pandemic. But my anxiety isn’t ready to go back out.,65
james_roe,2022-01-30T23:38:56.000Z,"@0nethreeonetwoandand@leigh_fallThe more I think about this the more it seems like an obvious truth.

We'd still be talking about criminal justice reform, GND, M4A, Me Too, and there would still be pressure to send people stimulus, to lock down, and to control the pandemic.

The racism would suck though.",305
Mrs. gc,2022-01-30T23:38:55.000Z,"@MelissaMbarkiandand@ElmamabearNot a conspiracy theory it's Gov't posts. 
Confirmation - book The Fourth Industrial Revolution by founder #KlausSchwab of the #WEF World Economic Forum for G7 leaders.
All Leaders agreed to use #pandemic as a means to experiment how to control our drugs.ncbi.nlm.nih.govncbi.nlm.nih.govImplantable Polymeric Drug Delivery Devices: Classification, Manufacture, Materials, and Clinical...Implantable Polymeric Drug Delivery Devices: Classification, Manufacture, Materials, and Clinical...The oral route is a popular and convenient means of drug delivery. However, despite its advantages, it also has challenges. Many drugs are not suitable for oral delivery due to: first pass metaboli...The oral route is a popular and convenient means of drug delivery. However, despite its advantages, it also has challenges. Many drugs are not suitable for oral delivery due to: first pass metaboli...",918
Fits,2022-01-30T23:38:48.000Z,".@DrTedros failed @WHO and the entire world by spreading willful misinformation about the pandemic that is costing the lives of millions. Instead of verifying facts, and sounding proper alarm he said, ‘no evidence of human-to-human transmission’. No accountability. #NoMore",273
Dana In the Peoples Republic of CA,2022-01-30T23:38:41.000Z,Watching the NFC pregame. The pandemic emergency is done.,57
LeviJHughes,2022-01-30T23:38:38.000Z,"@portoriumandand@NoahpinionI’m sympathetic to the possibility of inflation through increased monopoly power due to the unique shocks to businesses caused by the pandemic. If that’s true, then price ceilings would reduce deadweight loss. But, a lot makes implementation impractical. 1/",284
Gabrielle Leith.,2022-01-30T23:38:33.000Z,@hueypriestSame here!! Pandemic made me realize I wanted to get my liscense again 20 years later,97
Josie,2022-01-30T23:38:33.000Z,@SeanPageTalentI got rid of my Platinum at the beginning of the pandemic! I have a Cash Preferred card rn and just got the Rose Gold card a few weeks ago.,154
ibememeka,2022-01-30T23:38:28.000Z,@drick_freemanHe is finished. A lawyer can’t help him. This is really becoming a pandemic in football.,102
The Lovable Tory,2022-01-30T23:38:28.000Z,"@RobertGEdge@elle15112470andand@AvaSantinaEveryone knows Labour is to blame for the massive debt, not the pandemic or subprime mortgages and not my banker mates,Cameron, May and Johnson are blameless and Brown, Blair, Callaghan, Wilson , Attlee and Macdonald are guilty. This argument has worked for years and still does",320
CANfan,2022-01-30T23:38:27.000Z,"@davidguraSpotify is a Swedish company and Sweden has been lying to its citizens (who seemingly don't read world news) throughout the pandemic and has successfully gaslit them. Of course, greed is the other reason.",214
Frank Savadera,2022-01-30T23:38:26.000Z,"Caring for yourself also may mean speaking with a #therapist, a spiritual director or a trusted friend to help you navigate your way through the #pandemic. #JamesMartin #wellness",178
Sinh Nguyen MD,2022-01-30T23:38:25.000Z,"The flu is still a ""Pandemic"" risk every time there is an new ""variant"". i.e H1N",80
Rae ⁷ because nggas was in Paris!,2022-01-30T23:38:21.000Z,·I’m being so serious how do you make friends as an adult in a pandemic,71
Paul Wooldridge #FBPPR #FBPA #FBPE,2022-01-30T23:38:21.000Z,"@benrileysmithThe new defence?
We have always partied hard in government offices, so much we don't even think of it as social gatherings, more of a Friday evening pre-load for getting trashed all weekend.
Oh? The parties on other weekdays? 
Oh yeah, pandemic, keep forgetting that's the problem",294
lonewolf,2022-01-30T23:38:10.000Z,No way home: Overseas New Zealanders despair at tightened borders | Coronavirus pandemic News | Al Jazeera,107
The Star Halifax,2022-01-30T23:38:05.000Z,"Holding a mass temper tantrum in Ottawa, disguised as a street party, won’t end the pandemic http://",100
GenXtruthseeker,2022-01-30T23:37:52.000Z,"Oh shit!!! Fauci, you got some explaining to do!!! Are you actually kidding me? Moderna had a vaccine contract BRFORE the pandemic started??Quote TweetHamlet GarciaHamlet Garcia@Hamletgarcia17 · Jan 30Two weeks before the world knew about the virus, the US epidemiology institute (directed by Fauci) signed a contract with the company Moderna to develop the vaccine  @FoxNews@FoxNews  via @FedeGH1@FedeGH1 twitter.com/FedeGH1/status…",433
eunqui,2022-01-30T23:37:46.000Z,im such a loser lol what happened pandemic huh,46
spidey kavi (blue/blue/blues),2022-01-30T23:37:42.000Z,the pandemic vs messing up my life,34
Lisa Gray Deyo,2022-01-30T23:37:39.000Z,"@GOPWhat BS! No parent has a right to infect their child with a deadly pandemic, or other children, or received a degree required to develop curriculums.",153
Crypto,2022-01-30T23:37:38.000Z,@DrRalphNapAre we still in a pandemic?,38
Ana Fox,2022-01-30T23:37:38.000Z,@sunlightwardenThe counter protest is staying home during a pandemic. In January in Canada.,91
Nathan Ramsey,2022-01-30T23:37:38.000Z,"Healthcare workforce has been pushed to the breaking point, in the midst of this dreadful pandemic we should celebrate the healthcare heroes, public health workers, vaccine researchers, & so many others who have gone above & beyond to save lives.Quote TweetThe WellThe Well@TheWellUNC · Jan 31“Early in the pandemic, the crisis was PPE and supplies. Now it is people,” writes Dr. Wesley Burks, CEO of @UNC_Health_Care@UNC_Health_Care and @UNC_SOM@UNC_SOM dean. Read more:",472
Elizabeth M.Economou,2022-01-30T23:37:37.000Z,"Amid renewed efforts to #recall @JayInslee who continues to abuse executive #emergencypowers beyond 700 days.....

Gov. Inslee hopeful state could reach turning point in pandemic ‘in relatively near term’mynorthwest.commynorthwest.comGov. Inslee hopeful state could reach turning point in pandemic 'in relatively near term'Gov. Inslee hopeful state could reach turning point in pandemic 'in relatively near term'With COVID-19 cases beginning to decline in parts of Washington, Gov. Jay Inslee expressed optimism regarding the state's status.With COVID-19 cases beginning to decline in parts of Washington, Gov. Jay Inslee expressed optimism regarding the state's status.",670
B.S.,2022-01-30T23:37:33.000Z,"Hey @PressSec & @JoeBiden how long are you going to dodge the truth during this pandemic.  Your lack of leadership has been greatly exposed.Quote TweetHodgetwinsHodgetwins@hodgetwins · Jan 30Easy question to answer and still blew it. Without a doubt, this administration is in the pocket of the pharmaceutical companies. #BidenWorstPresidentEver#BidenWorstPresidentEver0:540:5430.8K views",388
Lilah Sturges,2022-01-30T23:37:29.000Z,@ComixBookGurlIf the pandemic ever ends I want to hang out with you again!,74
EmNortonNYC,2022-01-30T23:37:25.000Z,@RealCandaceOOf course it won’t. It will be known as a global pandemic during which millions of people died. But whatever.,122
Gareth Hampton,2022-01-30T23:37:24.000Z,There's hope for the world yet! #SuperBowl #AFCChampionshipGame #KCChiefs #Bengals #Covid_19 #pandemic,102
Loso,2022-01-30T23:37:21.000Z,@LiLB1019We’re in a pandemic,28
Micah,2022-01-30T23:37:16.000Z,"Being an ""essential worker"" during the pandemic, especially during 2020, really shows how many people fundamentally do not care about the lives of others and are willing to put other people's lives at risk so they can eat a burger indoors",238
David Pitts_1957,2022-01-30T23:37:13.000Z,"Rand Paul Caught Insider Trading Over Pandemicreallyamerican.comreallyamerican.comRand Paul Caught Insider Trading Over PandemicRand Paul Caught Insider Trading Over PandemicInstead of helping Kentucky prepare for the pandemic, #RacketeerRand Paul made a fortune buying stock after a confidential Senate briefing. He then failed to report it to the FEC for 16 months &...Instead of helping Kentucky prepare for the pandemic, #RacketeerRand Paul made a fortune buying stock after a confidential Senate briefing. He then failed to report it to the FEC for 16 months &...",568
Robinson Meyer,2022-01-30T23:37:09.000Z,"I’ve been poking around, and everyone looks older than they did before the pandemic. What happened?",99
Truth is Reality,2022-01-30T23:37:06.000Z,"@kteareandand@eldsjalRogan doesn't have views, he has lies. Proven lies. I treat the ones who have listened to him. This pandemic can't end while COVIDIOTS like him hold sway over other idiots.",193
anthonyportelli,2022-01-30T23:37:06.000Z,@AlexGaggio@RohanChindooroyand 3 othersLet’s hope the world doesn’t forget these times when the next pandemic comes!,116
